seller_id,total_orders,total_items,total_revenue,total_freight,avg_review_score,review_count,five_star_count,one_star_count,avg_delivery_days,delay_count,first_order_date,last_order_date,total_gmv,five_star_rate,one_star_rate,delay_rate,seller_city,seller_state
00fc707aaaad2d31347cf883cd2dfe10,103,135,12684.9,2285.09,4.078431372549019,102,58,13,14.679611650485437,5.0,2018-01-31 15:33:18,2018-06-13 16:19:00,14969.99,56.86,12.75,4.85,maringa,PR
010543a62bd80aa422851e79a3bc7540,2,2,1416.0,31.950000000000003,4.5,2,1,0,8.5,0.0,2017-07-04 17:54:07,2017-08-02 13:49:39,1447.95,50.0,0.0,0.0,sao paulo,SP
010da0602d7774602cd1b3f5fb7b709e,1,5,849.5,230.25,1.0,1,0,1,26.0,0.0,2018-06-06 18:37:14,2018-06-06 18:37:14,1079.75,0.0,100.0,0.0,sao bernardo do campo,SP
011b0eaba87386a2ae96a7d32bb531d1,1,2,99.98,29.18,4.0,1,0,0,25.0,0.0,2016-10-06 07:08:15,2016-10-06 07:08:15,129.16,0.0,0.0,0.0,pompeia,SP
01266d4c46afa519678d16a8b683d325,3,3,90.25,47.230000000000004,5.0,3,3,0,5.333333333333333,0.0,2018-08-02 16:07:38,2018-08-20 19:14:26,137.48000000000002,100.0,0.0,0.0,curitiba,PR
013900e863eace745d3ec7614cab5b1a,23,26,1619.7,469.67,4.695652173913044,23,19,0,11.73913043478261,0.0,2017-03-04 10:02:28,2018-04-13 16:35:16,2089.37,82.61,0.0,0.0,curitiba,PR
014c0679dd340a0e338872e7ec85666a,14,15,7058.0,628.3100000000001,3.857142857142857,14,7,2,19.285714285714285,2.0,2017-01-26 00:20:22,2018-07-04 23:17:21,7686.31,50.0,14.29,14.29,timoteo,MG
014d9a685fd57276679edd00e07089e5,11,12,729.88,146.93,3.727272727272727,11,5,2,8.818181818181818,0.0,2017-11-21 13:22:00,2018-08-17 13:13:21,876.81,45.45,18.18,0.0,maringa,PR
0176f73cc1195f367f7b32db1e5b3aa8,38,39,4733.1,1287.01,4.078947368421052,38,23,4,12.944444444444445,4.0,2017-11-16 17:42:52,2018-08-13 17:54:44,6020.110000000001,60.53,10.53,10.53,ibitinga,SP
01bcc9d254a0143f0ce9791b960b2a47,11,11,1521.21,277.65999999999997,4.4,10,5,0,12.4,0.0,2017-08-12 16:25:03,2018-02-02 10:03:35,1798.87,50.0,0.0,0.0,uruacu,GO
01c97ebb5cdac52891c0ed1c37ba0012,9,12,577.5,178.5,4.222222222222222,9,5,0,13.555555555555555,0.0,2017-04-13 23:47:01,2018-07-31 19:13:20,756.0,55.56,0.0,0.0,catanduva,SP
01cf7e3d21494c41fb86034f2e714fa1,61,67,9729.36,2008.82,4.15,60,35,7,11.327586206896552,3.0,2016-10-06 18:03:01,2018-02-26 09:41:21,11738.18,58.33,11.67,4.92,francisco beltrao,PR
01ed254b9ff8407dfb9d99ba1e17d923,5,5,1465.99,67.72,5.0,5,5,0,6.4,0.0,2017-08-04 10:33:43,2017-11-08 20:24:38,1533.71,100.0,0.0,0.0,mogi das cruzes,SP
01fd077212124329bac32490e8ef80d9,31,39,1208.0,575.36,4.161290322580645,31,19,3,7.806451612903226,1.0,2018-04-16 10:44:09,2018-08-24 17:52:59,1783.3600000000001,61.29,9.68,3.23,ribeirao preto / sao paulo,SP
01fdefa7697d26ad920e9e0346d4bd1b,129,131,14921.43,2768.64,4.3515625,128,81,8,10.21259842519685,8.0,2017-04-26 15:57:39,2018-08-20 21:50:59,17690.07,63.28,6.25,6.2,londrina,PR
0241d4d5d36f10f80c644447315af0bd,238,246,31397.7,6853.91,4.3544303797468356,237,162,17,10.67381974248927,14.0,2017-10-08 19:00:03,2018-08-28 15:11:49,38251.61,68.35,7.17,5.88,curitiba,PR
0249d282d911d23cb8b869ab49c99f53,11,11,393.0,138.88,4.2727272727272725,11,8,0,9.818181818181818,2.0,2017-09-18 20:48:19,2018-03-22 22:37:56,531.88,72.73,0.0,18.18,sao paulo,SP
024b564ae893ce8e9bfa02c10a401ece,2,8,706.4000000000001,212.0,4.5,2,1,0,15.0,0.0,2016-10-05 12:41:38,2017-02-12 18:46:20,918.4000000000001,50.0,0.0,0.0,sao paulo,SP
028872bfa080090a9d0abd4f1af168f8,1,3,70.5,47.37,5.0,1,1,0,16.0,0.0,2017-08-19 09:10:45,2017-08-19 09:10:45,117.87,100.0,0.0,0.0,ribeirao das neves,MG
02a2272692e13558373c66db98f05e2e,2,2,54.98,38.870000000000005,3.0,2,1,1,,0.0,,,93.85,50.0,50.0,0.0,rio de janeiro,RJ
02b72cdeb9cfcc429f1af6f4e3f3b737,4,4,522.65,225.99,4.75,4,3,0,12.0,0.0,2018-07-25 21:20:47,2018-08-22 20:09:46,748.64,75.0,0.0,0.0,ibitinga,SP
02c988090b766852e088c69d7fb3b551,13,17,1618.65,218.3,4.583333333333333,12,10,1,9.272727272727273,0.0,2017-07-21 17:52:29,2018-08-15 09:44:30,1836.95,83.33,8.33,0.0,americana,SP
02d35243ea2e497335cd0f076b45675d,14,16,5794.0,605.95,2.642857142857143,14,2,6,25.785714285714285,5.0,2017-04-29 22:33:10,2018-08-02 17:53:47,6399.95,14.29,42.86,35.71,natal,RN
02dcd3e8e25bee036e32512bcf175493,14,17,1491.9,312.17,3.857142857142857,14,10,4,16.692307692307693,4.0,2018-02-21 20:55:22,2018-08-22 16:20:30,1804.0700000000002,71.43,28.57,28.57,contagem,MG
02ecc2a19303f05e59ce133fd923fff7,21,24,5264.1900000000005,478.21000000000004,4.619047619047619,21,17,0,10.619047619047619,0.0,2017-06-18 18:04:34,2018-08-21 20:13:02,5742.400000000001,80.95,0.0,0.0,santo andre,SP
02f5837340d7eb4f653d676c7256523a,30,30,3883.05,580.83,4.833333333333333,30,28,1,9.166666666666666,1.0,2017-11-01 20:55:07,2018-08-08 14:13:58,4463.88,93.33,3.33,3.33,curitiba,PR
02f623a8eb246f3c5f7c2f96462654e6,44,44,6378.0,829.63,4.558139534883721,43,32,2,7.761904761904762,4.0,2018-04-25 15:13:02,2018-08-22 23:52:12,7207.63,74.42,4.65,9.09,botucatu,SP
0307f7565ff85b299b6e5ef162b1b1a9,7,7,4728.8,274.77,3.142857142857143,7,3,2,14.666666666666666,0.0,2016-10-10 18:09:39,2017-05-25 07:49:44,5003.57,42.86,28.57,0.0,sao jose do rio preto,SP
0336182e1b3e92f029d5354832045fdf,1,2,29.8,17.57,2.0,1,0,0,13.0,0.0,2016-10-05 19:09:33,2016-10-05 19:09:33,47.370000000000005,0.0,0.0,0.0,ibitinga,SP
034b9387752bfa309f350a70cd45ffa3,8,8,96.0,144.26,4.5,8,4,0,8.125,0.0,2018-04-11 15:53:57,2018-08-22 16:05:04,240.26,50.0,0.0,0.0,blumenau,SC
038b75b729c8a9a04b0d07cba7eabe86,2,2,467.0,90.85,3.5,2,0,0,22.5,1.0,2018-04-20 12:29:17,2018-04-22 18:42:38,557.85,0.0,0.0,50.0,sao jose dos campos,SP
039b29ff3b3473435d0cd59040575de9,9,9,114.9,100.65,4.444444444444445,9,6,0,8.555555555555555,0.0,2018-04-26 11:32:03,2018-08-23 13:56:52,215.55,66.67,0.0,0.0,ribeirao pires,SP
039e6ad9dae79614493083e241147386,5,5,12925.0,348.42,4.0,5,3,1,14.0,1.0,2018-04-03 11:35:18,2018-07-10 20:53:38,13273.42,60.0,20.0,20.0,sao paulo,SP
03a2a6dcbe45d639c4dc2a0d24769c40,9,9,1078.41,172.25,4.111111111111111,9,5,1,9.88888888888889,1.0,2018-03-13 08:11:07,2018-08-15 18:21:14,1250.66,55.56,11.11,11.11,maua,SP
03bd479e1d9484cdb14104d3023f7321,3,3,359.70000000000005,57.72,4.333333333333333,3,2,0,20.333333333333332,1.0,2018-05-09 17:37:03,2018-07-24 17:28:41,417.4200000000001,66.67,0.0,33.33,uberlandia,MG
0417b067eeab773d2f7061a726dc477f,13,13,1859.18,642.57,3.923076923076923,13,8,3,17.307692307692307,4.0,2018-03-01 20:13:18,2018-08-20 12:38:56,2501.75,61.54,23.08,30.77,sao bento do sul,SC
042573af89b6d931f672efaf789d8358,3,3,413.48,65.09,3.6666666666666665,3,2,1,19.666666666666668,1.0,2018-01-21 17:44:36,2018-02-11 13:08:02,478.57000000000005,66.67,33.33,33.33,sorocaba,SP
04308b1ee57b6625f47df1d56f00eedf,94,94,60130.6,3054.39,3.882978723404255,94,52,17,18.516483516483518,11.0,2017-11-14 16:57:33,2018-08-12 00:13:50,63184.99,55.32,18.09,11.7,bombinhas,SC
0432ead42b6c8a0bdf68154add917fdf,85,90,7792.1,1207.52,4.458823529411765,85,64,7,8.378048780487806,3.0,2017-04-02 16:31:42,2018-07-27 18:03:57,8999.62,75.29,8.24,3.53,maua,SP
044668ccd5316b12a7cf0d54a156e3e9,3,4,137.8,53.55,5.0,3,3,0,7.666666666666667,0.0,2018-08-08 17:54:25,2018-08-20 21:07:24,191.35000000000002,100.0,0.0,0.0,osasco,SP
04843805947f0fc584fc1969b6e50fe7,1,2,1400.0,74.76,5.0,1,1,0,15.0,1.0,2018-08-05 14:55:14,2018-08-05 14:55:14,1474.76,100.0,0.0,100.0,ivoti,RS
048c2757535328e0d7dac690ad3c0aae,51,51,9264.78,1286.28,4.18,50,32,5,18.04,7.0,2017-03-04 15:23:15,2018-08-21 16:31:46,10551.060000000001,64.0,10.0,13.73,franca,SP
04aa0a1c5ce6b222003403a3e11c3cc0,11,17,5518.0,821.51,4.090909090909091,11,7,2,16.90909090909091,2.0,2017-03-22 17:10:13,2018-01-24 11:40:28,6339.51,63.64,18.18,18.18,cosmopolis,SP
04aba03279157f6d4e0fe8ccaf21963c,16,16,2575.9,346.43,4.3125,16,10,1,11.2,1.0,2017-05-10 11:51:13,2018-08-26 13:25:25,2922.33,62.5,6.25,6.25,santo antonio de padua,RJ
04e38a233f726ef161074ab1c9b0399a,23,28,1352.2,459.07,3.652173913043478,23,9,4,11.473684210526315,3.0,2017-09-15 00:53:25,2018-05-05 21:12:28,1811.27,39.13,17.39,13.04,sao paulo,SP
04ee0ec01589969663ba5967c0e0bdc0,1,1,289.49,24.83,5.0,1,1,0,3.0,0.0,2018-08-21 11:29:05,2018-08-21 11:29:05,314.32,100.0,0.0,0.0,lajeado,RS
04fdea0c111866e6cf812f1570d6b5bd,10,10,1055.0,206.95,3.2,10,3,2,17.5,1.0,2017-10-14 09:11:45,2018-01-31 13:57:40,1261.95,30.0,20.0,10.0,sao paulo,SP
0509040ea3fe50071181bbc359eb7738,89,98,3737.95,1445.1499999999999,4.482758620689655,87,55,1,11.206896551724139,6.0,2017-05-03 14:22:02,2018-08-02 12:05:18,5183.099999999999,63.22,1.15,6.74,belo horizonte,MG
052577151711aec5c744fe12e66db3e1,4,4,2748.0,222.42,2.25,4,1,2,14.0,0.0,2017-10-26 18:35:40,2017-10-26 18:35:40,2970.42,25.0,50.0,0.0,rodeio,SC
054694fa03fe82cec4b7551487331d74,21,22,9983.1,720.65,3.4761904761904763,21,9,5,30.35,6.0,2017-01-07 17:20:56,2018-04-09 16:57:00,10703.75,42.86,23.81,28.57,itajobi,SP
056b4ada5bbc2c50cc7842547dda6b51,65,66,12333.390000000001,1306.02,4.171875,64,38,8,12.672131147540984,7.0,2017-12-01 10:20:48,2018-08-23 13:21:08,13639.410000000002,59.38,12.5,10.77,queimados,RJ
0570350b23eda5444f8d1d9544932058,6,11,626.9000000000001,124.86,5.0,6,6,0,4.333333333333333,0.0,2018-04-12 23:43:37,2018-05-22 20:17:22,751.7600000000001,100.0,0.0,0.0,sao paulo,SP
05730013efda596306417c3b09302475,4,4,952.0,216.67,5.0,4,4,0,9.0,0.0,2018-07-06 18:37:58,2018-08-22 20:16:37,1168.67,100.0,0.0,0.0,criciuma,SC
058cb5aeb36d7c0fcae20fc85d5e0a59,12,13,1328.0,779.42,3.5833333333333335,12,4,3,9.727272727272727,1.0,2017-09-25 22:41:26,2018-08-14 23:23:38,2107.42,33.33,25.0,8.33,rio de janeiro,RJ
058fd0aa2bfdb2274e05e1ae971dabb6,61,64,7667.9,887.9,4.377049180327869,61,44,5,9.796610169491526,4.0,2017-08-03 11:36:18,2018-06-07 19:45:30,8555.8,72.13,8.2,6.56,santo andre,SP
05a48cc8859962767935ab9087417fbb,1,1,42.9,16.49,5.0,1,1,0,11.0,0.0,2018-08-02 12:05:38,2018-08-02 12:05:38,59.39,100.0,0.0,0.0,sao paulo,SP
05a940b4ecae36cadfd8e93bd9c43257,10,10,952.0,196.94,3.9,10,5,2,13.777777777777779,0.0,2017-07-16 17:22:22,2018-02-19 15:20:06,1148.94,50.0,20.0,0.0,goiania,GO
05aebce0b5c8f0d41b29b686f2d05fd3,2,2,74.99000000000001,45.89,5.0,2,2,0,5.5,1.0,2018-03-05 16:24:44,2018-08-10 16:15:34,120.88000000000001,100.0,0.0,50.0,sao paulo,SP
05ca864204d09595ae591b93ea9cf93d,1,1,179.9,8.52,5.0,1,1,0,5.0,1.0,2018-08-16 09:18:25,2018-08-16 09:18:25,188.42000000000002,100.0,0.0,100.0,barueri,SP
05d2173d43ea568aa0540eba70d2ca76,62,66,5759.66,1679.27,4.183333333333334,60,34,5,14.64516129032258,4.0,2017-09-27 12:01:09,2018-08-12 20:44:16,7438.93,56.67,8.33,6.45,alfenas,MG
05e107217c7266362fd44b75b2cd4cc4,5,8,193.38,82.00999999999999,4.2,5,2,0,7.8,2.0,2018-06-29 23:02:10,2018-08-21 05:26:43,275.39,40.0,0.0,40.0,sao paulo - sp,SP
05f51e13da97139648b8125c31e5f51b,60,63,13769.01,2019.29,4.066666666666666,60,37,11,12.12280701754386,9.0,2017-07-10 16:09:38,2018-03-23 10:44:18,15788.3,61.67,18.33,15.0,belo horizonte,MG
05feb94f19d094d4b0f9281f0b1d4c99,6,6,9353.0,697.04,4.5,6,3,0,14.833333333333334,0.0,2017-08-14 08:05:48,2018-02-18 18:26:06,10050.04,50.0,0.0,0.0,mogi das cruzes,SP
05ff92fedb5be47920fea08e501238b9,59,62,21992.78,1815.39,4.237288135593221,59,37,4,12.0,3.0,2016-10-04 16:02:18,2018-08-07 21:31:29,23808.17,62.71,6.78,5.08,santo angelo,RS
062c325cd6a2b87845fab56b4ec2eeae,2,2,133.22,23.86,5.0,2,2,0,5.0,0.0,2018-05-07 11:48:13,2018-08-01 21:33:30,157.07999999999998,100.0,0.0,0.0,sao paulo,SP
062ce95fa2ad4dfaedfc79260130565f,55,60,7521.0,1200.44,4.036363636363636,55,29,6,12.925925925925926,2.0,2017-01-26 18:48:30,2017-09-10 00:14:56,8721.44,52.73,10.91,3.64,lajeado,RS
06532f10282704ef4c69168b914b77be,8,9,10220.5,698.24,4.25,8,5,1,16.142857142857142,0.0,2017-03-03 14:12:45,2017-08-18 16:26:37,10918.74,62.5,12.5,0.0,paincandu,PR
06579cb253ecd5a3a12a9e6eb6bf8f47,62,72,4727.2,1499.41,4.080645161290323,62,35,7,9.459016393442623,8.0,2017-08-03 17:47:10,2018-08-11 21:27:06,6226.61,56.45,11.29,12.9,sao paulo - sp,SP
066a6914e1ebf3ea95a216c73a986b91,68,74,9410.380000000001,1705.57,4.08955223880597,67,33,5,12.953846153846154,2.0,2016-10-06 17:10:05,2018-08-10 12:12:35,11115.95,49.25,7.46,2.94,foz do iguacu,PR
0691148aee60ca47977c187804f935ae,47,53,5868.51,1490.94,4.170212765957447,47,29,5,11.608695652173912,1.0,2017-11-24 15:13:24,2018-08-27 08:56:49,7359.450000000001,61.7,10.64,2.13,londrina,PR
0692610d8abe24f287e9fae90ea0bbee,4,4,173.99,31.73,4.0,4,1,0,6.25,1.0,2018-06-02 11:14:09,2018-08-22 15:45:32,205.72,25.0,0.0,25.0,sao paulo,SP
06a2c3af7b3aee5d69171b0e14f0ee87,392,405,36408.95,12141.29,3.9896907216494846,388,211,54,17.624324324324323,90.0,2018-01-19 09:51:37,2018-08-22 11:49:11,48550.24,54.38,13.92,22.96,sao luis,MA
06bb3a2fe5e7b7a845b13e8fb91bd944,17,18,1536.19,326.14,4.588235294117647,17,11,0,8.375,0.0,2017-09-11 08:09:15,2018-06-24 17:42:15,1862.33,64.71,0.0,0.0,belo horizonte,MG
06df0c10d34e459d9672bc77388742eb,26,30,9070.0,525.77,4.346153846153846,26,17,2,9.576923076923077,3.0,2018-03-16 13:58:32,2018-08-06 19:44:03,9595.77,65.38,7.69,11.54,maringa,PR
06e5eefc71ec47ae763c5c6f8db7064f,92,95,22188.56,2193.28,3.922222222222222,90,41,10,10.584269662921349,2.0,2017-04-25 16:33:00,2018-08-22 17:14:07,24381.84,45.56,11.11,2.17,porto alegre,RS
07017df32dc5f2f1d2801e579548d620,8,9,946.49,181.75,4.0,8,5,1,9.625,0.0,2017-03-08 15:00:44,2018-07-29 21:34:43,1128.24,62.5,12.5,0.0,joao pessoa,PB
070d165398b553f3b4b851c216b8a358,32,39,3393.16,1003.5899999999999,3.3225806451612905,31,12,8,11.709677419354838,5.0,2017-08-24 10:29:36,2018-08-16 14:21:35,4396.75,38.71,25.81,15.62,sao paulo,SP
0725b8c0f3f906e58f70cbe76b7c748c,17,37,2190.3,715.6899999999999,3.588235294117647,17,10,5,12.4375,6.0,2017-01-20 17:23:00,2018-08-07 17:41:54,2905.9900000000002,58.82,29.41,35.29,guarulhos,SP
0743a0239d764b9a0f959a57d07e36ab,4,4,336.96,66.26,4.75,4,3,0,4.75,0.0,2018-07-24 10:50:34,2018-08-04 17:01:32,403.21999999999997,75.0,0.0,0.0,sao paulo,SP
0747d5bb69f0586cc869d8af4c50f93e,14,15,346.59999999999997,208.89,3.357142857142857,14,6,4,13.666666666666666,1.0,2016-10-06 13:39:20,2017-06-03 00:20:47,555.49,42.86,28.57,7.14,saquarema,RJ
0761743cbffb25d7148189e9f1a5f03a,3,7,241.2,86.2,4.666666666666667,3,2,0,12.333333333333334,0.0,2017-11-30 09:38:21,2018-02-02 18:42:02,327.4,66.67,0.0,0.0,ribeirao preto,SP
077c5fae4bea9500e3737b16f71b9d3a,4,6,106.80000000000001,70.44,4.5,4,3,0,7.75,0.0,2017-09-19 12:44:23,2018-06-22 13:20:25,177.24,75.0,0.0,0.0,sorocaba,SP
0791d9fc1e30678ecf03d3e55fa108d3,5,11,842.0,186.99,4.0,5,3,1,7.4,0.0,2018-05-15 14:03:08,2018-07-24 16:03:03,1028.99,60.0,20.0,0.0,belo horizonte,MG
079d295dcbf06ee8bb1b65ba964eb2b6,5,10,349.3,190.79,4.6,5,3,0,7.6,0.0,2018-06-25 12:37:03,2018-08-09 20:00:05,540.09,60.0,0.0,0.0,sao paulo,SP
07a9bc7f61396b658ddf3ac534efe44c,1,1,119.9,15.59,3.0,1,0,0,5.0,0.0,2017-06-26 11:44:22,2017-06-26 11:44:22,135.49,0.0,0.0,0.0,sao paulo,SP
07bf9669d84d1f11be443a9dd938f698,18,24,1776.0,646.22,3.7222222222222223,18,9,4,7.944444444444445,0.0,2017-03-08 16:34:25,2018-06-27 09:01:34,2422.2200000000003,50.0,22.22,0.0,sao paulo,SP
07d75e33f2750d97d467fb57e4dfdd8a,2,2,722.4,37.19,2.5,2,0,1,11.5,0.0,2018-03-06 09:17:21,2018-05-07 09:49:04,759.5899999999999,0.0,50.0,0.0,sao paulo,SP
07de60b03d150fb3ea09eab5da5e4c8b,9,9,719.1,169.9,4.333333333333333,9,6,1,12.88888888888889,1.0,2018-01-31 23:06:27,2018-08-18 20:44:06,889.0,66.67,11.11,11.11,ibitinga,SP
07e8e8fc5222bb358e6f259da3197074,2,2,51.8,23.06,4.0,2,1,0,8.0,0.0,2018-02-21 06:27:09,2018-08-08 22:13:19,74.86,50.0,0.0,0.0,sao paulo,SP
080102cd0a76b09e0dcf55fcacc60e05,124,130,5716.78,2195.93,4.475806451612903,124,89,6,9.516949152542374,5.0,2017-07-23 11:22:00,2018-08-26 16:26:52,7912.709999999999,71.77,4.84,4.03,belo horizonte,MG
080199a181c46c657dc5aa235411be3b,79,83,14504.2,1040.68,4.615384615384615,78,54,1,7.6103896103896105,2.0,2017-09-20 05:02:16,2018-08-24 11:43:17,15544.880000000001,69.23,1.28,2.53,osasco,SP
08061dc0fc165ed41288cc7acde738ee,4,4,123.80000000000001,58.42,4.5,4,3,0,19.5,1.0,2017-03-23 00:48:00,2017-11-14 12:48:34,182.22000000000003,75.0,0.0,25.0,osasco,SP
08084d990eb3f53af056ccbc1730c8a7,12,12,372.5,234.29,4.454545454545454,11,7,0,8.0,0.0,2018-02-08 07:04:45,2018-08-14 20:56:45,606.79,63.64,0.0,0.0,sao paulo,SP
081acf3de680d554796c9cf041be7bc2,4,8,1597.3,205.5,3.25,4,1,1,15.25,1.0,2017-11-27 14:39:18,2018-05-23 18:30:11,1802.8,25.0,25.0,25.0,vespasiano,MG
082e0bf4cb865a6533b1e8e498cc0255,11,23,2073.3,991.0300000000001,3.272727272727273,11,3,2,13.909090909090908,2.0,2017-10-29 13:42:54,2018-08-17 07:09:44,3064.3300000000004,27.27,18.18,18.18,botucatu,SP
085f6f7e049c996695fb2074fe38d45e,6,8,305.4,130.56,4.0,6,3,1,10.333333333333334,0.0,2018-02-26 14:22:19,2018-05-02 15:25:10,435.96,50.0,16.67,0.0,taubate,SP
08633c14ef2db992c11f840f04fad4cd,74,97,7644.3,1424.52,4.364864864864865,74,45,3,9.816901408450704,5.0,2017-12-13 09:15:58,2018-08-24 14:57:19,9068.82,60.81,4.05,6.76,ribeirao pires,SP
0873d9f8f36123f8d910f4760e788cfb,6,6,7265.59,161.06,3.1666666666666665,6,2,2,12.833333333333334,3.0,2018-05-07 20:22:07,2018-08-14 14:19:51,7426.650000000001,33.33,33.33,50.0,barueri,SP
0885aaf116795758dfeb5f1032487bcd,28,30,2648.0,514.32,4.214285714285714,28,17,1,5.375,1.0,2017-12-14 21:06:57,2018-08-19 17:17:45,3162.32,60.71,3.57,3.57,ferraz de vasconcelos,SP
0887a9f087bcd5d9f6642b52f897fc6c,12,12,1642.0,220.35,4.416666666666667,12,7,0,13.583333333333334,1.0,2017-02-02 15:22:02,2017-08-05 13:51:38,1862.35,58.33,0.0,8.33,cananeia,SP
08ad4ac1388e4420ca531c3edfc46198,6,7,221.61999999999998,89.05,2.8333333333333335,6,2,2,4.8,0.0,2018-06-11 19:55:25,2018-08-18 18:52:16,310.66999999999996,33.33,33.33,0.0,itapevi,SP
08cdbae123ff67ca4e36d9d641ce0119,4,6,3098.99,1096.47,3.25,4,2,1,23.75,2.0,2018-02-20 08:12:25,2018-07-29 15:29:19,4195.46,50.0,25.0,50.0,uba,MG
08d0949a9a17c027262db1f3c450c26c,12,12,324.8,233.04000000000002,3.75,12,6,1,13.75,0.0,2017-08-21 13:38:52,2018-08-23 00:54:22,557.84,50.0,8.33,0.0,cascavel,PR
08d1c9478fb0d7d7fcac9c0da4e82fc7,1,1,538.0,67.57,5.0,1,1,0,10.0,0.0,2018-06-12 08:29:53,2018-06-12 08:29:53,605.5699999999999,100.0,0.0,0.0,belo horizonte,MG
08d2d642cf72b622b14dde1d2f5eb2f5,17,21,914.0,321.26,4.3125,16,9,0,14.8125,3.0,2017-02-12 21:40:53,2017-12-06 08:31:25,1235.26,56.25,0.0,17.65,marilia,SP
08f5819815f3d06545011850bd70f0a8,3,3,452.0,70.83,4.666666666666667,3,2,0,7.666666666666667,0.0,2018-06-21 00:56:22,2018-08-12 16:01:35,522.83,66.67,0.0,0.0,santos,SP
091065b789659bc3cd9af9cb3a6253ff,2,2,1359.0,85.37,3.5,2,1,0,11.0,0.0,2017-10-15 13:01:37,2018-01-18 17:13:29,1444.37,50.0,0.0,0.0,canoas,RS
0936e1837d0c79253456bbb2ffaaef10,1,2,38.9,31.12,5.0,1,1,0,18.0,0.0,2017-04-11 22:09:31,2017-04-11 22:09:31,70.02,100.0,0.0,0.0,sao paulo,SP
093805f8f2aeb63881444571e1f48f30,22,27,1215.79,343.94,4.181818181818182,22,14,3,7.7727272727272725,1.0,2017-08-31 20:38:35,2018-01-30 12:01:37,1559.73,63.64,13.64,4.55,osasco,SP
094ced053e257ae8cae57205592d6712,19,19,1519.2,459.03,4.052631578947368,19,12,3,11.444444444444445,0.0,2018-04-04 20:43:55,2018-07-30 10:59:07,1978.23,63.16,15.79,0.0,ribeirao preto,SP
0951a6e282947e09cd47969f4ed0b47f,7,7,492.3,88.02,4.857142857142857,7,6,0,4.285714285714286,0.0,2018-07-26 09:25:14,2018-08-27 14:39:21,580.32,85.71,0.0,0.0,taboao da serra,SP
09883d9ab71c8fe8a9bfc7fc3075b07e,5,5,329.5,76.67,3.4,5,2,1,14.0,1.0,2017-04-25 17:46:45,2017-11-19 13:23:06,406.17,40.0,20.0,20.0,sao paulo,SP
099095b050cfe8eb1ddff5317587e96e,17,20,5193.83,715.3199999999999,3.235294117647059,17,8,6,10.9375,3.0,2017-12-16 09:01:56,2018-08-13 18:43:30,5909.15,47.06,35.29,17.65,sao paulo,SP
09bad886111255c5b5030314fc7f1a4a,5,5,487.5,72.86,5.0,5,5,0,6.0,0.0,2018-08-08 18:25:48,2018-08-27 19:37:48,560.36,100.0,0.0,0.0,sao paulo,SP
09f952a5f58d2285b0372551ae8f9b01,50,56,11821.5,1524.96,3.84,50,24,7,12.73469387755102,3.0,2017-09-15 09:24:57,2018-08-24 22:21:24,13346.46,48.0,14.0,6.0,sao bernardo do campo,SP
