order_id,review_comment_message,message_ko,order_purchase_timestamp
88c588c116fd06fb8e48dd83af88ec4a,Ainda não recebi o pedido e ti enviando enail e ninguém me responde ,아직 주문 물품을 받지 못했고 이메일을 보냈지만 아무도 답변하지 않습니다.,2017-11-19 13:23:27
5f071a8534fb6805fa6ec902f04219e4,"Comprei o relógio todo preto, com fecho preto, porém veio com fecho prata, e comprei com nome MVTM escrito dentro do relógio, veio sem o nome, na foto fecho preto, e com nome MVTM, não veio assim","전체적으로 검정색인 시계를 주문했는데, 실제로 받은 시계는 시계 버클이 은색이었습니다. 그리고 제품 설명에는 MVTM이라는 문구가 있었는데 실제 제품에는 없었습니다. 사진에서 보이는 것과 다르게 왔습니다.",2018-08-20 20:28:26
90e4c72e836cb3e0bea6a31fd981a346,"Muito bonita a cortina, só deveria ser um pouco melhor o material desfia muito fácil ,mais pelo tá ótimo!!!",커튼이 매우 예쁩니다. 다만 소재가 조금 약해서 쉽게 풀어지는 것 같습니다. 하지만 전반적으로 만족스럽습니다.,2017-08-24 19:35:00
760312f5735ee281f01e56d5ddee05e3,"Comprei duas manta so foi entregue uma,e na nota fiscal veio emitida as 2 manta king","킹 사이즈 담요 2개를 주문했는데, 실제로 받은 것은 1개뿐이었고 송장에는 2개가 기재되어 있었습니다.",2018-06-11 15:32:06
eb7aac057d7c17adb860b770451ae250,"Efetuei a compra de suas estantes, no entanto, apesar da rapidez na entrega, somente recebi uma delas. 
Requeiro pelo presente a entrega do segundo produto. ","선반을 주문했는데, 빠른 배송에도 불구하고 한 개만 받았습니다. 두 번째 제품도 보내주시기 바랍니다.",2017-02-02 23:24:24
af42887f85d980291a066176c4d13709,"Produto foi entregue com muita demora
",제품이 매우 늦게 배송되었습니다.,2017-06-18 19:51:54
044d94a4ac73b24fe28ff5293ac35bd8,recebi 2 dos 3 produtos desejados ,주문한 3개 제품 중 2개만 받았습니다.,2017-06-19 14:56:36
bd74c36a843f8560d4b4b2a902dfb22e,"Paguei o frete pra receber entre o dia 16 e 22. O prazo máximo era dia 27. Hoje é dia 29 e nada. Fiquei chateada, foi um presente e não chega nunca.","배송비를 지불했는데도 16일에서 22일 사이에 도착할 것이라고 했지만, 오늘이 29일인데도 아직 도착하지 않았습니다. 선물용으로 주문했는데 계속 늦어져 화가 났습니다.",2018-02-23 19:28:03
d8721b9f395286c3b43ff47a250ad40a,"Pedi duas carteiras. Uma veio com defeito e outra veio errada, ñ é a q pedi.... pedi reembolso e creio q isso correrá bem.","지갑 2개를 주문했는데, 그중 하나는 결함이 있었고 다른 하나는 제가 주문한 것과 달랐습니다. 환불을 요청했고 잘 처리될 것으로 생각합니다.",2018-08-02 22:09:44
7f6ad013a5d4f135c074e96bfa4de9a3,"o pedido é entregue em separado, comprei 7 itens que foram entregues em 3 pacotes em 3 datas diferentes e ainda ficou faltando um dos itens.","주문한 7개 품목이 3개의 다른 배송으로 나뉘어 왔고, 그중 한 품목이 누락되었습니다.",2017-12-22 22:02:12
a184881e0110ee6bba45e5ba8287c638,"Ainda não recebi o meu produto, e já passaram 2 dias depois do prazo previsto e não recebi nenhum feedback da empresa","아직 제 제품을 받지 못했고, 예정된 기한이 2일이 지났는데도 회사로부터 어떤 피드백도 받지 못했습니다.",2017-10-16 20:22:17
cb3830baa25a82fb69d5256ffca9b6a2,"Não recomendo e nem compraria de novo nesse site, pois quando coloquei na minha cesta tava um preço e passou uns dias e fui fechar a compra o mesmo estava com 20,00 de diferença a menos!","이 사이트를 다시 이용하지 않을 것을 추천합니다. 장바구니에 담았을 때는 가격이었는데, 며칠 후 결제할 때는 20,000원이 더 싸졌더라고요.",2017-05-15 21:07:48
e14fbb884fb89b4ed687485a902caf75,"Foi aberto chamado no site ontem dia 22/11, pois o produto recebido é diferente da foto do anuncio. ",11월 22일에 사이트에 문의를 했습니다. 받은 제품이 광고 사진과 다르기 때문입니다.,2017-11-15 11:45:28
fcc92ad75bbb8728d4d4488325ffc907,Boa tarde recebi o pedido incompleto veio faltando a luminária grande de 50 cm preto brilhante estou aguardando o produto .espero o mais rápido possível. obrigado ,안녕하세요. 주문한 물품이 불완전하게 배송되었습니다. 50cm 블랙 광택 조명이 빠져있네요. 빨리 받을 수 있기를 기다리고 있습니다. 감사합니다.,2018-03-24 09:22:32
9eee5730bfa05aa51dea08370c871abb,A CADEIRA É MUITO BONITA MAIS NÃO VEIO COM A COR QUE ESTÁ NA FOTO É BEM MAIS CLARA E É BAMBA NÃO FICA FIRME NO CHÃO,"의자는 매우 예쁘지만, 사진에 나온 색상과 달리 훨씬 더 밝습니다. 그리고 바닥에 단단히 서지 않습니다.",2017-09-18 22:36:33
04b7738ad5fbb213eeb7a2145bea8242,"O site do stark consta meu pedido como totalmente entregue, mas recebi apenas 1 de 3 itens. Já comprei antes com a targaryen e gostei, a entrega foi super rápida. Mas não concordo com constar meu pedi","스타크 사이트에는 제 주문이 완전히 배송되었다고 나와 있지만, 3개 중 1개만 받았습니다. 이전에 타르가리엔에서 구매했을 때는 배송이 매우 빨랐고 만족했는데, 이번에는 주문 내역이 맞지 않아 동의할 수 없습니다.",2018-05-16 10:58:56
55e68a38817afa16c0547a6ebeeff145,"A colcha é bonita, o tecido é fino, fácil de secar. o acabamento das almofadas menores não é legal, porque ficam apertadas.",이불은 예쁩니다. 천도 얇고 말리기 쉽습니다. 하지만 작은 쿠션의 마감 처리가 좋지 않아 꽉 끼입니다.,2018-01-08 20:56:09
25e5f6a88a4525f820943240376c45c5,ACHO UM DESCASO COM O CONSUMIDOR ESS TIPO DE ATITUDE,이런 태도는 소비자에 대한 무시라고 생각합니다.,2017-11-26 14:08:44
5ddbd5a10844f5d88892b9a051ef648d,demorou muito,너무 오래 걸렸습니다.,2017-12-17 11:18:41
a66765fe402323e56c6304674dea53ec,Bom . Mais meu último pedido veio errado !,좋습니다. 하지만 마지막 주문이 잘못 왔습니다!,2017-09-09 11:35:10
793b7a8a6150d038052487e8a2af52ec,"Boa noite. ... quando fiz o pedido era um kit com 3 , pedi 2 unidades do kit , recebi apenas 2 unidades. .. e não os kits. ","주문할 때는 3개 세트였는데, 2개 주문했는데 2개 제품만 받았습니다. 세트가 아니었습니다.",2017-06-22 18:32:32
f54752d5e157d03feb75bb1320f30ac2,Achei q era um produto mais é outro,제가 생각한 것과 다른 제품이 왔습니다.,2018-05-17 08:31:30
a56f9a0588c3c7aaaa93f193bd7c7cd3,Comprei 3 luminarias e recebi apenas 2. Veio a Nota Fiscal constando 3 e apenas 2 luminarias na embalagem. Abri reclamação pelo site imediatamente e aguardo retorno.,3개의 조명을 주문했는데 2개만 받았습니다. 송장에는 3개가 기재되어 있었지만 포장에는 2개만 들어있었습니다. 즉시 사이트에 불만을 제기했고 답변을 기다리고 있습니다.,2018-03-15 12:40:16
02acaa2a6f24e9c4e0bec7141b65f29b,Nessa compra não etendi!! eu tentei realizar compra do HD juntamente com a capa o cartão aprovou a compra somente da CAPA. O site pd ter me ligado para cancelar a compra do produto menor,"이번 구매는 이해할 수 없습니다! 저는 하드디스크와 케이스를 함께 구매하려 했는데, 카드 승인은 케이스 구매만 되었습니다. 사이트에서 저에게 연락을 취해 작은 제품 구매를 취소했어야 합니다.",2017-09-07 04:14:08
8624d8f9a994ef3cd1792ffe142b412d,a loja e boa para compra mas ruim pra resoluções dos problemas,"이 매장은 구매하기에는 좋지만, 문제 해결은 좋지 않습니다.",2017-12-03 19:21:34
1c2bcfd34cbb64f130a03aeb7c0d6c75,O relógio veio com defeito.como faço pra trocar? ,시계에 결함이 있었습니다. 어떻게 교환할 수 있나요?,2018-06-02 11:53:45
336f7fe8abc3af0bf30d0cf7204ec20f,"so não dei cinco estrelas porque eu queria comprar uma tigela com tampa e o frete é mais caro que o produto,por isso não recomendo","5점을 주고 싶지만, 뚜껑이 있는 그릇을 사고 싶었는데 배송비가 제품 가격보다 더 비싸서 추천하지 않습니다.",2017-06-28 12:39:28
3fdc7dae10900f3b484cae506870d823,só não gostei da qualidade do pano da cortinha poderia avisar que é plastico e não pano,커튼 천의 품질이 마음에 들지 않습니다. 플라스틱이라고 알려주었으면 좋았을 것 같습니다.,2017-08-02 14:17:13
bda31774eda0320ee68c33da94027e4d,"Entregaram somente a furadeira, está faltando a maleta como estava descrito na hora de compra. Fiquei muito chateado e fiz uma reclamação.","드릴만 배송되었고, 구매 시 설명된 케이스는 없었습니다. 매우 실망스러웠고 불만을 제기했습니다.",2017-01-23 18:34:12
43e99f3020b420b8aff15449ff4f7561,O prazo não foi cumprido,배송 기한이 지켜지지 않았습니다.,2018-04-10 21:19:39
20febe29f23cdee32db9532860db7341,O produto veio com a lente de outra marca que causa alteração visual já comprei anteriormente um óculos da mesma marca e não tive esse problema. Parece que só a armação e original.,제품에 다른 브랜드의 렌즈가 들어있어 시각적 변화가 있었습니다. 이전에 같은 브랜드의 안경을 구매했는데 이런 문제가 없었습니다. 프레임만 정품인 것 같습니다.,2018-07-27 23:38:29
30300815be5e1666c028d3c07e86f847,"01 termometro veio quebrado, preciso de outro.",온도계 1개가 깨져서 새로 받아야 합니다.,2018-04-12 21:42:13
d5b0848c1878546fbebe673d1d679b83,"O produto veio mais rápido do que esperava porém o frasco veio faltando produto pois vazou na caixa, maior cuidado ao embalar, verificar lacração do produto","제품이 예상보다 빨리 도착했지만, 용기에서 누출되어 상자 안에 제품이 부족했습니다. 포장 시 더 주의를 기울이고 제품의 밀봉 상태를 확인해야 합니다.",2018-04-24 08:43:53
bbfbe3c62a4a810fb97d10267acb5f10,Achei demorada a entrega pelo tamanho da mercadoria!,상품 크기에 비해 배송이 지연된 것 같습니다.,2017-03-24 10:27:25
e5b692a00119342b4412cf70919378bd,As embalagens dos produtos uma vergonha...As lannister devem largar de mão o parceiro com urgência. Parece ser empresa fundo de quintal.,제품 포장이 형편없습니다. 이 업체는 파트너를 바꿔야 할 것 같습니다. 마치 동네 가게 같습니다.,2018-03-05 14:35:12
336e923c0b5e6d95d3d0644bf4c516c4,Comprei uma cadeira sem braço. Motivo. Para caber em baixo da mesa. Me entregaram com braço.,"팔걸이 없는 의자를 주문했는데, 팔걸이가 있는 제품이 배송되었습니다.",2017-03-19 17:06:25
24843df655e56c3713485a7880677287,"Recebi o produto dia 01/12/2017, 6ª feira, porém, ao abrir verifiquei que uma das peças estava bem amassada e a outra possuía o acabamento bem ruim na extremidade, não sendo possível sua utilização. ","2017년 12월 1일 금요일에 제품을 받았는데, 개봉 시 한 부품이 많이 구겨져 있었고 다른 부품의 마감 처리도 좋지 않아 사용할 수 없었습니다.",2017-10-30 10:44:32
4f39a94d6e474819d898d6df7d394996,"Entrega dentro do prazo porem em um determinado lugar eles nem sabiam aonde o produto estava, com isso não passa confiabilidade para o cliente.","배송 기한 내에 도착했지만, 일부 직원들은 제품의 위치를 모르고 있어 고객에게 신뢰감을 주지 못했습니다.",2017-04-28 16:28:03
e2d3e5a5b56149b36e4df4dedd8648f5,"O produto poderia ser melhor .Os encaixe não afirma, poderia ser melhor pintado. A entrega veio antes.",제품이 더 나을 수 있습니다. 결합 부분이 단단하지 않고 도색 상태도 좋지 않습니다. 하지만 배송은 빨랐습니다.,2018-02-12 12:39:57
64b9bd1556119a5b054cf5baede3fad4,"a bandana era pra ser com as pontas arredondadas e vieram quadradas, também era para vir uma bandana de tamanho médio e veio uma muito grande que não da para usar na testa. ",밴드는 둥근 끝이 되어야 했는데 네모나게 왔습니다. 또한 중간 사이즈로 주문했는데 너무 큰 사이즈가 왔습니다.,2018-02-19 19:43:38
7764b1137f1449a900532727d4a58763,Recebi o pedido em 8 dias.,주문 후 8일 만에 받았습니다.,2017-03-01 17:03:07
cc94aa62777cf27c082eaa521ba00747,"Eu solicitei uma extensão elétrica com 3 entradas, ou seja deveria ser igual o da foto. 
Porém não vou realizar a troca, pois não tenho tempo de ir ao correio fazer a devolução.","3구 전기 연장선을 주문했는데, 사진과 다른 제품이 왔습니다. 하지만 우체국에 반품하러 갈 시간이 없어서 교환하지 않겠습니다.",2018-08-27 07:18:36
468c2f34312a6d270a20c7aef082041c,"LOJA ALÉM DO FRETE SER MUITO CARO . O PRODUTO LEVA QUASE 30 DIAS ÚTEIS , PARA CHEGAR NA SUA CASA","배송비가 너무 비싸고, 제품 배송에 거의 30일이 걸립니다.",2017-05-25 00:11:01
f8e926b4541bd4af7a14350967ba217e,"To tendo problemas,para. ativar no ceular,não consigo por pta funcionar",휴대폰에서 작동이 되지 않아 문제가 있습니다.,2018-08-11 23:30:33
4dd077c76e72e73742c4af14ebfbd4d1,Produto mal acabado,제품 마감 상태가 좋지 않습니다.,2018-06-07 08:57:05
4bb429b2f70ff5c85e7fdcecb5efa852,"O drone é lindo , porém a bateria não dura nada, e é um pouco chatinho de montar.",드론은 예쁘지만 배터리 지속 시간이 너무 짧고 조립하기가 조금 까다롭습니다.,2017-12-26 23:32:04
b8d83281a0c89e3157c9cd7c37ff7273,Difícil diálogo com vendedor ,판매자와의 대화가 어려웠습니다.,2017-08-25 11:28:46
61fcbde43b57103de5c19b26489b46f6,"Eles até fizeram contato comigo durante a compra, pois eu já tinha efetivado o pagamento, quando perceberam que não tinha o produto no estoque, daí me consultaram e perguntaram se eu t como trocar.",제품이 품절되어 있다는 것을 알고 구매 중에 연락이 왔습니다. 그래서 교환 여부를 문의했습니다.,2018-05-14 16:18:02
10fda92f9390e0b13e41ce5ce692a2cc,"Previsão de entrega da mercadoria em 11/11/2017, até agora nada e status do pedido "" dificuldade na entrega, produto ainda não chegou ao destino.

Se não receber até terça 14, 11 tomarei providênci","2017년 11월 11일에 배송 예정이었지만, 아직 도착하지 않았고 주문 상태는 '배송 지연, 아직 도착하지 않음'입니다. 11월 14일 화요일까지 받지 못하면 조치를 취하겠습니다.",2017-10-10 09:00:43
65475724044e5b94d968124fa141af0c,"me encaminharam um email informando que houve 'problema' com a entrega, já entrei em contato para saber o que houve, se iam devolver o dinheiro ou prorrogar o prazo da entrega e não me deram resposta",배송에 문제가 있었다는 이메일을 받았습니다. 환불 여부나 배송 기한 연장에 대해 문의했지만 답변을 받지 못했습니다.,2018-01-30 20:52:21
d37ad8b44dd4ae4bdbfb3e43e4ae2c02,"Produto de baixa qualidade, diferente do que a imagem passa, fino e frágil","품질이 낮은 제품으로, 이미지와 다르게 얇고 취약합니다.",2018-03-12 15:10:05
6225dae3fcc1416785f294cc07f2e4db,"Estou com muitos problemas. A cadeira foi entregue parcialmente montada e mal embalada e com peça faltando. Parafusos e peças estavam soltos na caixa, e uma das peças foi entregue quebrada.","많은 문제가 있습니다. 의자가 부분적으로 조립된 상태로 배송되었고, 포장이 잘못되어 부품이 빠져있었습니다. 나사와 부품들이 상자 안에 헐겁게 있었고, 한 부품은 깨진 상태로 배송되었습니다.",2017-01-31 23:37:58
3933b209d011421f37238c408302ab6a,Pedi um colchonete que tivesse a espuma com 5 cm de altura e densidade 20. Veio um colchonete que deve ter 2 cm de espessura e mole. Não recomendo.,"5cm 두께와 밀도 20의 폼 매트리스를 주문했는데, 2cm 정도의 얇고 부드러운 매트리스가 왔습니다. 추천하지 않습니다.",2017-09-16 21:14:17
f5fcef5d7789fe60b872effa519c61f7,Quero cancelar essa compra,이 주문을 취소하고 싶습니다.,2018-06-20 21:03:59
1bc7434bd3185b311a6d4016a03ea06a,Ainda não vi o produto pessoalmente mas o prazo inicial foi extrapolado. ,"아직 제품을 직접 보지는 않았지만, 초기 배송 기한이 지났습니다.",2017-12-12 08:20:07
93dc7c78fb2b4efe25f1ed813f84992a,O produto está atrasado,제품이 지연되고 있습니다.,2017-04-05 00:11:11
8f0937285bd1bba4cfc8332ee467b490,Ainda não recebi o produto,아직 제품을 받지 못했습니다.,2018-03-05 08:49:17
fb2dccfadca8cd6ebddc5d10ae48d1f7,Comprei dois itens e recebi apenas um.,두 개의 품목을 주문했지만 한 개만 받았습니다.,2018-08-02 20:52:16
74392b22a4cf55ce851b04ca127f6ca6,A mercadoria e de péssima qualidade não recomendaria ninguém a comprar,상품 품질이 매우 나쁩니다. 누구에게도 구매를 추천하지 않습니다.,2017-08-06 11:51:24
71dc9d3a6d378bbde8b7629eaae7c3a0,"A entrega foi um pouco demorada. Nada a reclamar das lannister. O produto, no entanto, é fraco, metal muito leve, não dando firmeza como porta-toalha.","배송이 다소 지연되었습니다. 랜니스터에 대해서는 불만이 없습니다. 하지만 제품 자체는 약해 보이며, 금속이 너무 가벼워 수건걸이로 사용하기에는 단단하지 않습니다.",2018-04-23 00:14:16
b1bd0e86ea8b4060e4e7c5684202b656,Comprei outros dois produtos e chegaram. Agora o Mobile até hj nada.,"다른 두 개의 제품은 받았지만, 모바일 제품은 아직 받지 못했습니다.",2017-11-16 13:02:20
eec4699eb4ec4511a25aead6ed4e6c9b,Comprei o produto para honda biz. No entanto na embalagem havia escrito e marcado para handa broz. ,"Honda Biz용 제품을 주문했는데, 포장에는 Handa Broz로 표기되어 있었습니다.",2017-12-15 16:52:44
f4f72cbdd627c62c098af2a02c335f37,Nós compramos 5 pufs mas só foram entregues 4,"5개의 푹신한 의자를 주문했지만, 4개만 배송되었습니다.",2017-08-29 11:04:16
6732c97d4cbdac9ed23b4c7148f61590,No rastreamento esta q entregou o meu pedido ao destinatário mas nada chegou em minha casa ate o momento ,"배송 추적 결과 주문 제품이 수령자에게 배송되었다고 나오지만, 아직 제 집에 도착하지 않았습니다.",2017-03-01 20:50:51
4c480567d1db63cffddc552638c35d8f,"Na nota veio descrito 4 produto sendo que quando abri veio 3, espero que esteja a caminho","송장에는 4개 제품이 기재되어 있었지만, 실제로는 3개만 배송되었습니다. 나머지 제품이 곧 도착할 것으로 기대하고 있습니다.",2018-08-04 19:48:47
a640d10af396f0aa5f1c751f1f976bdc,o produto possui péssima qualidade. igual um tambor de 5 reais vendido em lojas do Centro. ja a loja eh Boa e entregou antes do prazo ,제품 품질이 매우 좋지 않습니다. 시내 5원짜리 가게에서 파는 것과 같습니다. 하지만 판매처는 좋았고 배송도 기한 내에 이루어졌습니다.,2017-11-15 12:30:19
8092a1edb9b302ea942c2671edf4737c,Produto com alguns defeitos e nao foi entregue a tesoura 5.5 e sim 6.0.,"제품에 몇 가지 결함이 있었고, 5.5인치 가위가 아닌 6.0인치 가위가 배송되었습니다.",2018-06-29 15:27:05
a3761cb6b3883a498fb7fdc5833dcfc7,ñ chegou o produto,제품이 아직 도착하지 않았습니다.,2018-03-13 19:06:38
1b1cfac7fddb9f3b9f9021fd182a557b,quando comprei o produto a entrega era de 15 dias uteis ja tem quase trinta ainda naõ recebi,"제품 구매 시 배송 기간이 15영업일이었는데, 거의 30일이 지났는데도 아직 받지 못했습니다.",2018-02-23 19:55:38
ac89e7344d2cb5597d862e338301ef8d,As raquetes vieram soltando a borracha da Madeira. Tive que colar com uma cola instantânea. Produto nota 3. ,라켓에서 고무가 떨어져 나오고 있었습니다. 즉시 접착제로 붙여야 했습니다. 제품 평점은 3점입니다.,2018-07-16 18:21:13
1e2751c3d3ccebf99f0de90d7fd2b279,"Insatisfeita,pois a capa celular veio amassada e produto muito fragil. ",제품이 구겨져 왔고 매우 취약해서 불만족스러웠습니다.,2018-05-08 20:28:49
59934ef5e174b490aacecbbe4f381155,"Recebi o produto dentro do prazo. Contudo estava quebrado em duas partes.

Preferi colar com superbonder ao invés de devolver e esperar o novo.",제품이 배송 기한 내에 도착했지만 두 부분으로 부서져 있었습니다. 새 제품을 기다리기보다는 슈퍼본드로 붙이는 것을 선택했습니다.,2018-05-25 23:05:27
6401cfe160d72392195bd6e311a582cd,Produto consta como entregue aos correios do RJ desde o dia 20/03 e ainda não saiu para entrega.,3월 20일부터 제품이 우체국에 도착했다고 되어 있지만 아직 배송되지 않았습니다.,2018-02-24 17:49:16
c19151387b76297886c53149367cac4d,"Comprei duas luminárias, veio cada uma numa caixa escrito ""frágil"". Uma a caixa amassou mas a luminária tava certinho, então tudo ótimo. Mas a outra a luminária estava quebrada!!!!","2개의 조명을 구매했는데, 각각 '취급주의' 라벨이 붙은 박스에 왔습니다. 한 개는 박스가 구겨졌지만 조명은 괜찮았지만, 다른 한 개는 조명이 깨져 있었습니다.",2017-11-09 00:27:43
df1b3a108a46e8bea6a2469a6dd24863,Encomenda recebida com ressalvas com relação a data da entrega.,주문 배송 날짜와 관련하여 우려사항이 있습니다.,2017-12-19 12:35:11
773ecfb47260922193611c913a702942,"Gostei do produto, mas ele fica casando muita água e tá tive outros e ñ ficava casando.",제품은 마음에 들지만 물을 너무 많이 흡수해서 다른 제품들은 그렇지 않았는데 이 제품은 그렇습니다.,2018-01-22 12:45:55
b8edc6668eb315d1b730348cac5e9520,Comprei quantidade (2) e recebi qty(1). Quando vou receber o outro cartucho?,2개를 주문했는데 1개만 받았습니다. 나머지 1개는 언제 받을 수 있나요?,2018-02-16 17:15:53
0df7ce137bbb12afe0a4e2643c6c43ee,É preciso entrar em contato com o cliente para informar qualquer mudança no envio do pedido.,주문 배송 상황에 대해 고객에게 알려드려야 합니다.,2018-01-12 09:24:46
ffbcdac3da2c2f23b699666818b0d38c,Nunca havia adquirido um relógio da Diesel. Logo nos primeiros dias de uso o botão do meio se soltou e por pouco eu não o perdi. Sinceramente tenho dúvidas acerca da originalidade do item. ,"처음으로 Diesel 시계를 구매했는데, 사용 첫 며칠 만에 가운데 버튼이 떨어져 나가 거의 잃어버릴 뻔했습니다. 제품의 정품 여부에 대해 의심이 듭니다.",2018-06-19 18:38:34
745f8e8e54805aa546f8083a70649d82,O produto poderia ser embalado as partes estofadas brancas vem sem nenhuma proteçao ou embalagem soltas com ums papelao.,제품이 더 잘 포장되었으면 좋겠습니다. 흰색 부분이 아무런 보호 없이 느슨하게 포장되어 왔습니다.,2017-10-20 17:20:37
d5aa77f5eed8acdd598a687ccc27cfa8,Estou aguardando a entrega! Sempre compro nas lannister e nunca tive problemas! Espero não ter ahora!,배송을 기다리고 있습니다! 항상 Lannister에서 구매했는데 문제가 없었습니다. 이번에도 그럴 것이라 기대합니다!,2017-10-06 15:45:54
1776f9cc0f976e7aa0e8372a5325c41a,"Na descrição constava a medida 3,00x2,50mts, mas veio 2,80x2,50.Pedi para trocar e não tem mais o produto e sim cupons com desconto.Não tenho interesse.Queria a cortina tamanho certo. Não recomendo.",설명에는 3.00x2.50m 크기라고 되어 있었지만 실제로 받은 제품은 2.80x2.50m 였습니다. 교환을 요청했지만 더 이상 재고가 없어 할인 쿠폰만 받았습니다. 정확한 사이즈의 커튼을 원했는데 아쉽습니다. 추천하지 않습니다.,2018-08-28 11:16:37
894f6cd6c690b0d8d94011c8461f25f4,Nada a reclamar recebi com antecencia ao marcado.,배송이 예정보다 빨리 도착해서 만족합니다.,2018-01-15 09:30:55
e61fcab8b96de0335adf7fd562ebb869,"O produto chegou em 2 entregas, só que bem mal embalado, sem aviso de frágil, num papel pardo. Entregaram 2 pacotes em um dia e um pacote no outro. Pacote amassado nas pontas, peças quebradas. Absurdo","제품이 2회에 걸쳐 배송되었는데, 포장이 매우 좋지 않았습니다. '취급주의' 표시도 없이 갈색 종이에 싸여 왔습니다. 한 날에 2개 포장, 다음 날 1개 포장이 왔는데 모두 구겨져 있었고 부품이 깨져 있었습니다. 말도 안 되는 일입니다.",2018-06-13 09:39:17
c55cdae2f69a79de4fe44a6437391c64,"A película não é de vidro, é acrílico, portanto não corresponde ao produto ofertado",제품 설명에는 유리 필름이라고 되어 있었지만 실제로는 아크릴이었습니다. 제품이 일치하지 않습니다.,2017-07-24 21:26:02
40397c42ea8f390af9afe9cc02cb2fdd,"Nao gostei da identificação, um par de toalha (Toalha de banho e otalha de rosto) rendada e outro par identificado ""ELE""..",수건 세트의 식별 표시가 마음에 들지 않습니다. 한 세트는 레이스 장식이고 다른 세트는 '그분'이라고 표시되어 있습니다.,2017-04-03 21:49:28
0eb7be028002e3ece83dc67396d6568b,"O jogo só é bonitinho, pois é extremamente fino e frágil. A entrega foi antes do prazo.",제품은 예쁘지만 매우 얇고 취약합니다. 배송은 예정보다 빨리 왔습니다.,2017-07-13 18:56:38
88b3b4d2f2d10a6dafd468832fc6962f,Comprei na cor preta e chegou estampada.,검정색으로 주문했는데 무늬가 있는 제품이 왔습니다.,2017-03-09 11:43:07
2fa0de151b7f1f86d97df7c2a0e11626,nbpm,,2018-06-07 10:01:24
5a5a4a1319679a5e560257abd2fa1273,"comprei o modulo roadstar e madaro outro de outra marca sw2400 digisound
",로드스타 모듈과 다른 브랜드 SW2400 디지사운드를 구매했습니다.,2017-11-15 19:09:39
