order_id,review_comment_title,review_comment_message,message_ko,title_ko,review_creation_date,review_answer_timestamp,order_purchase_timestamp,order_delivered_customer_date,order_estimated_delivery_date,is_delayed,total_delivery_time,order_purchase,order_delivered,order_estimated,survey_sent,review_answered,days_order_to_answer,days_delivery_to_answer,days_survey_to_answer,complaint_types_str,complaint_types,days_from_estimated,estimated_group,days_order_to_review,expected_delivery_days,category
615ae1b88a25a4ac47fbf55c9c847b6e,,Comprei um lençol queen mas as fronhas não vestem um travesseiro 70 x 50. São muito pequenas e estreitas!!! baratheon que sempre ofereceu produtos de qualidade deixou a desejar !!!,퀸 시트를 구입했는데 베갯잇이 70 x 50 베개에 맞지 않습니다. 너무 작고 좁다!!!언제나 좋은 제품을 선보이던 바라테온이 아쉬운 점을 남겼습니다!!!,,2018-08-21 00:00:00,2018-08-22 03:12:35,2018-08-10 13:42:06,2018-08-20 23:38:44,2018-08-30,0,10,2018-08-10 13:42:06,2018-08-20 23:38:44,2018-08-30,2018-08-21 00:00:00,2018-08-22 03:12:35,11,1,1,제품 불일치,['제품 불일치'],-8,예상일 7일+ 전,11,19,중간
1e8c81805b92ff169971231458670460,Ofertado/Pago lannister,Não interessa se opera Market Place. A compra foi feita no site da lannister e pago para lannister. Se tiver que ajuizar vai ser contra lannister e lá faça o regresso contra o fornecedor.,Market Place를 운영하는 경우에는 중요하지 않습니다.구매는 Lannister 웹사이트에서 이루어졌으며 Lannister에 지불되었습니다.소송을 제기해야 한다면 Lannister를 상대로 소송을 제기한 다음 공급업체를 상대로 반품을 신청해야 합니다.,제공/유료 라니스터,2018-05-17 00:00:00,2018-05-20 12:04:39,2018-05-04 10:29:14,2018-05-16 20:37:03,2018-05-23,0,12,2018-05-04 10:29:14,2018-05-16 20:37:03,2018-05-23,2018-05-17 00:00:00,2018-05-20 12:04:39,16,3,3,"환불/반품, 배송 지연","['환불/반품', '배송 지연']",-3,예상일 1-3일 전,16,18,중간
f04bfdbef5359607d39e66fccc9cc0de,,targaryen não entregou os produtos completos. No dois itens comprados veio faltando unidades.,targaryen은 완전한 상품을 배송하지 않았습니다.구매한 상품 2개가 누락된 상품이었습니다.,,2017-09-23 00:00:00,2017-09-25 12:13:44,2017-09-13 15:07:45,2017-09-22 16:48:51,2017-10-04,0,9,2017-09-13 15:07:45,2017-09-22 16:48:51,2017-10-04,2017-09-23 00:00:00,2017-09-25 12:13:44,11,2,2,수량 불일치,['수량 불일치'],-9,예상일 7일+ 전,11,20,중간
db5fdbee9ab29d55f24c329246e6fe51,,"Me entregaram faltando um pote, insatisfação","냄비가 없어서 나한테 배송됐는데, 불만이 많더라",,2017-06-27 00:00:00,2017-06-30 19:45:36,2017-06-17 13:16:44,2017-06-26 15:58:13,2017-07-11,0,9,2017-06-17 13:16:44,2017-06-26 15:58:13,2017-07-11,2017-06-27 00:00:00,2017-06-30 19:45:36,13,4,3,기타,['기타'],-11,예상일 7일+ 전,13,23,중간
4f7e398a1ddb1c349465b42b6865c60b,,N gostei do produto n era oq imaginei nem oq eu eeperava,"제품이 마음에 들지 않았습니다. 내가 상상했던 것과, 예상했던 것과 달랐습니다.",,2017-06-13 00:00:00,2017-06-14 10:15:26,2017-06-02 14:00:19,2017-06-12 17:38:13,2017-07-05,0,10,2017-06-02 14:00:19,2017-06-12 17:38:13,2017-07-05,2017-06-13 00:00:00,2017-06-14 10:15:26,11,1,1,제품 불일치,['제품 불일치'],-21,예상일 7일+ 전,11,32,중간
db0d194c127a36909de3bda3edad30bc,,"Não recebi a quantidade correta, estou aguardando posição da targaryen, mas até agora não me deram retorno",정확한 금액을 받지 못했습니다. Targaryen의 입장을 기다리고 있지만 지금까지 아무런 피드백도 받지 못했습니다.,,2017-12-11 00:00:00,2017-12-13 13:59:46,2017-11-30 13:34:43,2017-12-10 17:53:31,2017-12-22,0,10,2017-11-30 13:34:43,2017-12-10 17:53:31,2017-12-22,2017-12-11 00:00:00,2017-12-13 13:59:46,13,2,2,"배송 미수령, 고객 응대","['배송 미수령', '고객 응대']",-9,예상일 7일+ 전,13,21,중간
6de3383be650cfe96aed26171ad65c47,,"BOM DIA, NAO RECEBI O DHEA, SOMENTE O RECYCLE, QUAL PROCEDIMENTO PRECISO FAZER? PRECISO RESOLVER ISSO
OBRIGADO","좋은 아침입니다. DHEA를 받지 못했고 재활용품만 받았습니다. 어떤 절차를 밟아야 하나요?이 문제를 해결해야 합니다.
감사합니다",,2017-10-28 00:00:00,2017-10-30 12:20:41,2017-10-18 16:44:45,2017-10-27 20:48:58,2017-11-06,0,9,2017-10-18 16:44:45,2017-10-27 20:48:58,2017-11-06,2017-10-28 00:00:00,2017-10-30 12:20:41,11,2,2,"배송 미수령, 제품 품질","['배송 미수령', '제품 품질']",-7,예상일 4-7일 전,11,18,중간
21f4a37ec131158f1615d0f186f190af,,Fiz o cancelamento da compra há 13 dias (Data em posto esse comentário). E até agora não cancelaram minha compra no cartão.,13일 전(댓글 게시일) 구매를 취소했습니다.그리고 지금까지 그들은 내 카드 구매를 취소하지 않았습니다.,,2018-01-11 00:00:00,2018-01-11 16:57:36,2017-12-21 20:11:07,2018-01-10 14:26:57,2018-01-17,0,19,2017-12-21 20:11:07,2018-01-10 14:26:57,2018-01-17,2018-01-11 00:00:00,2018-01-11 16:57:36,20,1,0,"배송 미수령, 환불/반품","['배송 미수령', '환불/반품']",-6,예상일 4-7일 전,20,26,중간
45ed6e85398a87c253db47c2d9f48216,,"Produto demorou a chegar e veio diferente do que foi pedido... pedi X veio Y, nada haver...",상품이 도착하는데 시간이 오래 걸리고 주문한 것과 다릅니다... X 주문했는데 Y 도착했는데 아무 일도 일어나지 않았습니다...,,2017-06-23 00:00:00,2017-06-27 16:19:05,2017-06-08 21:18:45,2017-06-22 17:44:53,2017-07-10,0,13,2017-06-08 21:18:45,2017-06-22 17:44:53,2017-07-10,2017-06-23 00:00:00,2017-06-27 16:19:05,18,4,4,"제품 불일치, 배송 지연","['제품 불일치', '배송 지연']",-13,예상일 7일+ 전,18,31,중간
faa911f9ff46e53aedc9408c5d6a24ad,,"Comprei DOIS porta talheres e recebi apenas UM até o momento, juntamente com uma NF onde constam dois produtos.",저는 두 개의 수저 홀더를 구입했는데 지금까지 두 개의 제품이 포함된 NF와 함께 한 개만 받았습니다.,,2018-03-19 00:00:00,2018-03-19 21:11:56,2018-03-07 16:42:57,2018-03-18 17:17:03,2018-04-04,0,11,2018-03-07 16:42:57,2018-03-18 17:17:03,2018-04-04,2018-03-19 00:00:00,2018-03-19 21:11:56,12,1,0,"배송 미수령, 수량 불일치","['배송 미수령', '수량 불일치']",-16,예상일 7일+ 전,12,27,중간
4207ad8e0e4e4070f271c930d25f72d7,,"Gostei do produto, porém entregaram apenas 1 unidade, faltou uma unidade do produto, algo aconteceu durante na entrega",상품은 마음에 들었으나 1개만 배송되었습니다. 제품 1개가 누락되었습니다. 배송 중 문제가 발생했습니다.,,2017-10-24 00:00:00,2017-10-24 22:06:22,2017-10-09 19:42:43,2017-10-23 19:23:48,2017-10-31,0,13,2017-10-09 19:42:43,2017-10-23 19:23:48,2017-10-31,2017-10-24 00:00:00,2017-10-24 22:06:22,15,1,0,"배송 미수령, 수량 불일치, 제품 품질","['배송 미수령', '수량 불일치', '제품 품질']",-7,예상일 4-7일 전,15,21,중간
5b96fa278c2b3c1e29c190ef1b651d08,,"No anuncio não diz que o produto é ""compatível"" comprei como se fosse Original, apenas percebi quando chegou, se eu soubesse que não era original não teria comprado.","광고에는 제품이 ""호환 가능""하다고 나와 있지 않습니다. 정품인 것처럼 구매했는데, 도착하자마자 깨달았습니다. 정품이 아닌 줄 알았더라면 구매하지 않았을 것입니다.",,2017-03-02 00:00:00,2017-03-03 11:17:27,2017-02-13 09:35:10,2017-03-01 11:37:25,2017-03-14,0,16,2017-02-13 09:35:10,2017-03-01 11:37:25,2017-03-14,2017-03-02 00:00:00,2017-03-03 11:17:27,18,1,1,기타,['기타'],-11,예상일 7일+ 전,18,28,중간
8ca57f2b32c00588cab243b2115441f5,Produto veio errado,"Gostaria de saber sobre a devolução do produto,pois informaram que seria 48 horas pra confirmar a devolução e até o momento nada.",제품 반품에 대해 알고 싶습니다. 반품을 확인하는 데 48시간이 소요되고 아직까지 아무 것도 없다고 했기 때문입니다.,제품이 잘못왔어요,2018-08-19 00:00:00,2018-08-23 12:53:30,2018-08-06 18:45:01,2018-08-18 11:48:58,2018-08-30,0,11,2018-08-06 18:45:01,2018-08-18 11:48:58,2018-08-30,2018-08-19 00:00:00,2018-08-23 12:53:30,16,5,4,"배송 미수령, 환불/반품, 배송 지연","['배송 미수령', '환불/반품', '배송 지연']",-7,예상일 4-7일 전,16,23,중간
1f6405caa14a2debb88594b0471ed340,,"Produto bonito, no entanto de má qualidade, não correspondendo ao esperado como joia de qualidade, com algumas manchas escuras na corrente do pingente.",아름다운 제품이지만 품질이 좋지 않아 고급 주얼리로서의 기대에 부응하지 못하고 펜던트 체인에 약간의 어두운 얼룩이 있습니다.,,2018-01-06 00:00:00,2018-01-13 19:39:06,2017-12-26 02:35:27,2018-01-05 20:32:44,2018-02-05,0,10,2017-12-26 02:35:27,2018-01-05 20:32:44,2018-02-05,2018-01-06 00:00:00,2018-01-13 19:39:06,18,7,7,제품 품질,['제품 품질'],-23,예상일 7일+ 전,18,40,중간
bcdbb3b243d4e882503b919785e2343f,,Bom o produto é bom mas eu comprei 5 radinho e só veio 3 ,"음, 제품은 좋은데 라디오 5개 샀는데 3개만 왔어요",,2018-05-29 00:00:00,2018-06-03 20:57:37,2018-05-21 13:16:36,2018-05-28 16:38:45,2018-06-13,0,7,2018-05-21 13:16:36,2018-05-28 16:38:45,2018-06-13,2018-05-29 00:00:00,2018-06-03 20:57:37,13,6,5,수량 불일치,['수량 불일치'],-10,예상일 7일+ 전,13,22,중간
118045506e1c1dda060171af43fe11b4,,Eu pedi 6 trios de pendentes e vcs só M entregaram 6 unidades este não foi meu pedido nem meu pagamento,6개의 펜던트 트리오를 주문했는데 6개만 배송되었습니다. 이것은 내 주문도 결제도 아닙니다.,,2018-03-24 00:00:00,2018-03-25 22:48:48,2018-03-08 19:06:05,2018-04-11 12:53:50,2018-04-04,1,33,2018-03-08 19:06:05,2018-04-11 12:53:50,2018-04-04,2018-03-24 00:00:00,2018-03-25 22:48:48,17,-17,1,배송 미수령,['배송 미수령'],-10,예상일 7일+ 전,17,26,중간
a98012aa8c697f2bcff9f8c2183e0f2b,O pedido chegou faltando ,"O pedido, não chegou com a quantidade correta. Faltou o Suporte De Peito Cinta Peitoral Para Camera Gopro Go Pro, faltou um Adaptador Conector P2 Macho P10 Femea Estereo Microfone sendo 3.","주문한 상품이 정확한 수량으로 도착하지 않았습니다.Gopro Go Pro 카메라용 가슴 스트랩 가슴 지지대가 누락되었으며, P2 Male P10 Female 스테레오 마이크 커넥터 어댑터가 누락되어 3개가 있었습니다.",주문한 상품이 누락되어 도착했습니다,2018-05-19 00:00:00,2018-05-22 01:32:42,2018-05-13 22:50:32,2018-05-18 22:46:45,2018-06-01,0,4,2018-05-13 22:50:32,2018-05-18 22:46:45,2018-06-01,2018-05-19 00:00:00,2018-05-22 01:32:42,8,3,3,"배송 미수령, 수량 불일치","['배송 미수령', '수량 불일치']",-10,예상일 7일+ 전,8,18,중간
f3d418a0887dbfd5bd41c788c87ac28b,,"Chegou o produto atrasado, faltando outro. Falta chegar os demais. O cliente está zangado.",상품이 늦게 도착했는데 하나가 더 빠졌네요.다른 사람들은 아직 도착해야 합니다.고객이 화가났습니다.,,2018-01-03 00:00:00,2018-01-06 01:48:57,2017-12-10 16:46:22,2018-01-02 19:43:30,2018-01-12,0,23,2017-12-10 16:46:22,2018-01-02 19:43:30,2018-01-12,2018-01-03 00:00:00,2018-01-06 01:48:57,26,3,3,"배송 미수령, 수량 불일치, 제품 불일치, 배송 지연","['배송 미수령', '수량 불일치', '제품 불일치', '배송 지연']",-6,예상일 4-7일 전,26,32,중간
c3716204ec5bc2bc5593bee858279148,,"meu produto veio com o cabo todo arranhado, produto parece usado",내 제품에는 긁힌 케이블이 함께 제공되었습니다. 제품이 중고처럼 보입니다.,,2018-08-07 00:00:00,2018-08-10 16:48:22,2018-07-31 21:51:41,2018-08-06 16:12:24,2018-08-20,0,5,2018-07-31 21:51:41,2018-08-06 16:12:24,2018-08-20,2018-08-07 00:00:00,2018-08-10 16:48:22,9,4,3,수량 불일치,['수량 불일치'],-10,예상일 7일+ 전,9,19,중간
d0e9849de800fdb4cb3b5e6d42c6b367,,produto com defeito nas costuras.,솔기에 결함이 있는 제품입니다.,,2017-09-27 00:00:00,2017-09-29 20:19:10,2017-08-31 11:38:18,2017-09-26 16:48:01,2017-10-05,0,26,2017-08-31 11:38:18,2017-09-26 16:48:01,2017-10-05,2017-09-27 00:00:00,2017-09-29 20:19:10,29,3,2,제품 품질,['제품 품질'],-6,예상일 4-7일 전,29,34,중간
f6f6a68d78c7dd4b319f6df3c846094b,,Não passou o prazo ainda.,아직 마감일이 지나지 않았습니다.,,2018-04-28 00:00:00,2018-04-28 15:42:38,2018-04-13 12:10:45,2018-04-27 11:58:45,2018-05-22,0,13,2018-04-13 12:10:45,2018-04-27 11:58:45,2018-05-22,2018-04-28 00:00:00,2018-04-28 15:42:38,15,1,0,"배송 미수령, 배송 지연","['배송 미수령', '배송 지연']",-24,예상일 7일+ 전,15,38,중간
c1f0e475378c6500b5907a2134bda1da,,"Só foi entregue a boneca,faltou os panos de pratos és as saias da cama box de solteiro.","인형만 배송되었고, 싱글박스 침대의 행주와 스커트가 누락되었습니다.",,2017-10-22 00:00:00,2017-10-24 19:47:06,2017-10-18 15:53:45,2017-10-26 18:30:45,2017-11-10,0,8,2017-10-18 15:53:45,2017-10-26 18:30:45,2017-11-10,2017-10-22 00:00:00,2017-10-24 19:47:06,6,-2,2,수량 불일치,['수량 불일치'],-17,예상일 7일+ 전,6,22,진짜 조급
d118d545516947d2d82fda28e9d631af,,"Comprei um produto de 1 litro e chegou em de 300 ml. Nao veio a nota fiscal do produto, sem falar que o mesmo chegou em uma embalagem duvidosa.",1리터 제품을 구매했는데 300ml가 도착했어요.제품이 의심스러운 포장으로 도착했다는 것은 말할 것도 없고 제품에 대한 송장도 없었습니다.,,2017-08-12 00:00:00,2017-08-13 01:33:36,2017-08-02 13:18:30,2017-08-11 14:40:06,2017-08-22,0,9,2017-08-02 13:18:30,2017-08-11 14:40:06,2017-08-22,2017-08-12 00:00:00,2017-08-13 01:33:36,10,1,1,기타,['기타'],-9,예상일 7일+ 전,10,19,중간
dd6d0f11a9c3d2abdc91e95b9598b332,,"Devido a uma irresponsabilidade da empresa o produto não chegou em minha residência, estou aguardando mais informações da empresa responsável ! 
Obs: já tem mais de um mês que fiz a compra. ","회사 측의 무책임으로 인해 제품이 집에 도착하지 못했습니다. 담당 회사의 추가 정보를 기다리고 있습니다!
참고: 구매한 지 한 달이 넘었습니다.",,2018-02-22 00:00:00,2018-02-23 22:12:59,2018-01-11 21:42:30,2018-02-21 21:26:15,2018-03-01,0,40,2018-01-11 21:42:30,2018-02-21 21:26:15,2018-03-01,2018-02-22 00:00:00,2018-02-23 22:12:59,43,2,1,배송 미수령,['배송 미수령'],-6,예상일 4-7일 전,43,48,정당한 불만
492bed007520827cbed51959e4ce4385,O produto é diferent,"Recebi o produto, porém veio da cor errada.",상품을 받았는데 색상이 잘못왔어요.,제품이 다릅니다,2018-06-15 00:00:00,2018-06-15 18:33:01,2018-05-28 12:53:12,2018-06-14 14:51:45,2018-07-11,0,17,2018-05-28 12:53:12,2018-06-14 14:51:45,2018-07-11,2018-06-15 00:00:00,2018-06-15 18:33:01,18,1,0,제품 불일치,['제품 불일치'],-26,예상일 7일+ 전,18,43,중간
90855e99e15fa22aff68cdb4323b27c9,Qualidade.,"Recebi, mas porém, não é original.
Deveriam ser mais transparente, pq no site está constando que é uma peça original. ","받았는데 정품이 아니네요.
웹사이트에서는 그것이 원본 작품이라고 명시하고 있기 때문에 더욱 투명해야 합니다.",품질.,2018-07-27 00:00:00,2018-07-28 09:12:03,2018-07-18 21:37:46,2018-07-26 20:44:34,2018-08-08,0,7,2018-07-18 21:37:46,2018-07-26 20:44:34,2018-08-08,2018-07-27 00:00:00,2018-07-28 09:12:03,9,1,1,기타,['기타'],-11,예상일 7일+ 전,9,20,중간
c761a8b74f1e876bc5efc4186f720e27,,"Realizei a compra de 2 colchas de solteiro e só recebi 1 produto.
E até agora não recebi a outra colcha.","싱글퀼트 2개를 구매했는데 제품은 1개만 왔습니다.
그리고 지금까지 나는 다른 이불을 받지 못했습니다.",,2017-04-09 00:00:00,2017-04-09 17:08:39,2017-04-03 19:07:32,2017-04-11 14:25:21,2017-05-15,0,7,2017-04-03 19:07:32,2017-04-11 14:25:21,2017-05-15,2017-04-09 00:00:00,2017-04-09 17:08:39,5,-2,0,"배송 미수령, 수량 불일치, 제품 불일치","['배송 미수령', '수량 불일치', '제품 불일치']",-36,예상일 7일+ 전,5,41,진짜 조급
c761a8b74f1e876bc5efc4186f720e27,,"Realizei a compra de 2 colchas de solteiro e só recebi 1 produto.
E até agora não recebi a outra colcha.","싱글퀼트 2개를 구매했는데 제품은 1개만 왔습니다.
그리고 지금까지 나는 다른 이불을 받지 못했습니다.",,2017-04-12 00:00:00,2017-04-13 01:14:56,2017-04-03 19:07:32,2017-04-11 14:25:21,2017-05-15,0,7,2017-04-03 19:07:32,2017-04-11 14:25:21,2017-05-15,2017-04-12 00:00:00,2017-04-13 01:14:56,9,1,1,"배송 미수령, 수량 불일치, 제품 불일치","['배송 미수령', '수량 불일치', '제품 불일치']",-32,예상일 7일+ 전,9,41,중간
f9ca536e1ef897f153c183d72ba141bb,,"Referente ao pedido que comprei, duas carenagem uma do lado esquerdo e uma do lado direito, so chego a do lado esquerdo, esta faltando a do mado direito, queria saber quando vai chegar ; ","제가 구매한 주문과 관련하여 페어링 2개(왼쪽에 하나, 오른쪽에 하나)가 있는데 왼쪽에만 닿을 수 있고 오른쪽에 있는 것이 없어져서 언제 도착할지 알고 싶었습니다.",,2018-04-20 00:00:00,2018-04-20 19:21:56,2018-04-05 18:34:49,2018-04-19 15:38:45,2018-04-26,0,13,2018-04-05 18:34:49,2018-04-19 15:38:45,2018-04-26,2018-04-20 00:00:00,2018-04-20 19:21:56,15,1,0,수량 불일치,['수량 불일치'],-6,예상일 4-7일 전,15,20,중간
675bc8cd15e6b9225582b9161288670f,Produto de baixa qualidad,"Produto de baixa qualidade, na foto engana bem, bota esquerdo não tem função, o digital somente funciona se vc aperta um dos dois botões da direita e logo apaga, instrução em inglês e chinês. ","품질이 낮은 제품, 사진은 매우 오해의 소지가 있습니다. 왼쪽 부팅에는 기능이 없습니다. 디지털은 오른쪽에 있는 두 개의 버튼 중 하나를 누른 다음 꺼지는 경우에만 작동합니다. 지침은 영어와 중국어로 제공됩니다.",품질이 낮은 제품,2018-08-29 00:00:00,2018-08-31 00:57:34,2018-08-25 23:32:01,2018-08-28 17:36:21,2018-09-04,0,2,2018-08-25 23:32:01,2018-08-28 17:36:21,2018-09-04,2018-08-29 00:00:00,2018-08-31 00:57:34,5,2,2,제품 품질,['제품 품질'],-4,예상일 4-7일 전,5,9,unknown
